hash	citation	verified	new_hash	author	title	URL	DOI	year	reference_count	is_referenced_by_count
('Design a Computer Programming Learning Environment for Massive Open Online Courses', 'None')	M. VujoÅ¡eviÄ‡-JaniÄ\x8diÄ‡, D. ToÅ¡iÄ‡ The role of programming paradigms in the first programming courses The Teaching of Mathematics XI (2008), pp. 63-83	1	('The role of programming paradigms in the first programming courses', 2008)	None	The role of programming paradigms in the first programming courses	http://dx.doi.org/10.4018/978-1-4666-7304-5.ch012	10.4018/978-1-4666-7304-5.ch012	2008		
('Nuclear localization of the C2H2 zinc finger protein Msn2p is regulated by stress and protein kinase A\xa0activity', 1998.0)	M. T. Martinez-Pastor, G. Marchler, C. Schuller, A. Marchler-Bauer, H. Ruis, and F. Estruch. The Saccharomyces cerevisiae zinc finger proteins msn2p and msn4p are required for transcriptional induction through the stress response element (stre). The EMBO Journal, 15:9(1996), pp. 2227â€“2235.	1	('The Saccharomyces cerevisiae zinc finger proteins msn2p and msn4p are required for transcriptional induction through the stress response element', 1996)	M T Martinez-Pastor and G Marchler and C Schuller and A Marchler-Bauer and H Ruis and F Estruch	The Saccharomyces cerevisiae zinc finger proteins msn2p and msn4p are required for transcriptional induction through the stress response element	http://dx.doi.org/10.1101/gad.12.4.586	10.1101/gad.12.4.586	1998		
('On finite presentations for groups', 1980.0)	L. L. Scott, "The Santa Crus Conference on Finite Groups", Amer. Math. Soc., pp. 319-322, 1980.	1	('The Santa Crus Conference on Finite Groups', 1980)	L L Scott	The Santa Crus Conference on Finite Groups	http://dx.doi.org/10.1090/s0002-9939-1980-0550487-6	10.1090/s0002-9939-1980-0550487-6	1980		
('Linguistique appliquée et traitement automatique des langues', 2015.0)	Hartrumpf, S., Helbig, H., Osswald, R.: The semantically based computer lexicon HaGenLex â€“ Structure and technological environment. Traitement automatique des langues 44(2), 81â€“105 (2003)	1	('The semantically based computer lexicon HaGenLex â€“ Structure and technological environment', 2003)	S Hartrumpf and H Helbig and R Osswald	The semantically based computer lexicon HaGenLex â€“ Structure and technological environment	http://dx.doi.org/10.4000/rdlc.949	10.4000/rdlc.949	2003		
('Multicommodity network-flow problem', 'None')	B. V. Cherkassky, The solution of a multicommodity flow problem. Mathematical methods in economy, , 13 (1977), 143â€“151, (In Russian.)	1	('The solution of a multicommodity flow problem', 1977)	B V Cherkassky	The solution of a multicommodity flow problem	http://dx.doi.org/10.1007/springerreference_5851	10.1007/springerreference_5851	1977		
('Visualizing the Evolution of Communities in Dynamic Graphs', 2014.0)	F. Beck, M. Burch, S. Diehl, and D. Weiskopf. The state of the art in visualizing dynamic graphs. EuroVis STAR, 2, 2014.	1	('The state of the art in visualizing dynamic graphs', 2014)	F Beck and M Burch and S Diehl and D Weiskopf	The state of the art in visualizing dynamic graphs	http://dx.doi.org/10.1111/cgf.12512	10.1111/cgf.12512	2014		
('The Structure of Plant-Animal Mutualistic Networks', 2017.0)	M. Newman, A.L. BarabÃ¡si, J.W. Duncan. The structure and dynamics of networks. Princeton University Press, Princeton, NJ (2006)	1	('The Structure and Dynamics of Networks', 2006)	M E J Newman and A L Barabasi and D J Watts	The Structure and Dynamics of Networks	http://dx.doi.org/10.23943/princeton/9780691147338.001.0001	10.23943/princeton/9780691147338.001.0001	2006		
('Spin Glasses and Complexity', 2017.0)	M.E.J. Newman, A.L. Barabasi, D.J. Watts, The Structure and Dynamics of Networks, Princeton Studies in Complexity, Princeton University Press, 2006.	1	('The Structure and Dynamics of Networks', 2006)	M E J Newman and A L Barabasi and D J Watts	The Structure and Dynamics of Networks	http://dx.doi.org/10.23943/princeton/9780691147338.001.0001	10.23943/princeton/9780691147338.001.0001	2006		
('Gentner, D., Falkenhainer, B. and Forbus, K. (1986) The structure mapping engine, Proceedings of AAAl-86.,', 'CITATION ONLY')	Gentner, D., Falkenhainer, B. and Forbus, K. (1986) The structure mapping engine, Proceedings of AAAl-86.,	1	('The structure mapping engine', 1986)	Brian Falkenhainer and Kenneth D. Forbus and Dedre Gentner	The structure mapping engine	http://dx.doi.org/10.1016/0004-3702(89)90077-5	10.1016/0004-3702(89)90077-5	1986		
('ANALYSIS OF HISTORICAL GROUNDWATER LEVEL VARIABILITY IN BOULDER COUNTY, COLORADO', 2016.0)	K. Ikehara. The Structure of Complex Networks across Domains. PhD thesis, University of Colorado at Boulder, 2016.	1	('The Structure of Complex Networks across Domains', 2016)	K Ikehara	The Structure of Complex Networks across Domains	http://dx.doi.org/10.1130/abs/2016am-285383	10.1130/abs/2016am-285383	2016		
('$65.00 (cloth), $19.95 (paper), 341 pp.Josef Hofbauer and Karl Sigmund, The Theory of Evolution and Dynamical Systems, Cambridge University Press, London (1988).', 1989.0)	Hofbauer, J., & Sigmund, K. (1988). The theory of evolution and dynamicalsystems. Cambridge: Cambridge University Press.	1	('The theory of evolution and dynamical systems', 1988)	J Hofbauer and K Sigmund	The theory of evolution and dynamical systems	None	None	1988		
('Dunn R,  Dudbridge F,  Sanderson CM. The use of edge-betweenness clustering to investigate biological function in protein interaction networks, BMC Bioinformatics , 2005, vol. 6 pg. 39', 'CITATION ONLY')	Dunn R,  Dudbridge F,  Sanderson CM. The use of edge-betweenness clustering to investigate biological function in protein interaction networks, BMC Bioinformatics , 2005, vol. 6 pg. 39	1	('The use of edge-betweenness clustering to investigate biological function in protein interaction networks', 2005)	Ruth Dunn and Frank Dudbridge and Christopher M Sanderson	The use of edge-betweenness clustering to investigate biological function in protein interaction networks	http://dx.doi.org/10.1186/1471-2105-6-39	10.1186/1471-2105-6-39	2005		
('Dunn, R., Dudbridge, F., Sanderson, C.: "The use of edge-betweenness clustering to investigate biological function in protein interaction networks", BMC Bioinf., 2005, 6, (1), p. 39', 'CITATION ONLY')	Dunn, R., Dudbridge, F., Sanderson, C.: "The use of edge-betweenness clustering to investigate biological function in protein interaction networks", BMC Bioinf., 2005, 6, (1), p. 39	1	('The use of edge-betweenness clustering to investigate biological function in protein interaction networks', 2005)	Ruth Dunn and Frank Dudbridge and Christopher M Sanderson	The use of edge-betweenness clustering to investigate biological function in protein interaction networks	http://dx.doi.org/10.1186/1471-2105-6-40	10.1186/1471-2105-6-40	2005		
('Electronic Means for Information Retrieval', 1997.0)	Khoo, Christopher Soo-Guan (1997). â€œThe Use of Relation Matching in Information Retrievalâ€\x9d. Electronic Journal ISSN 1058â€“6768, September 1997.	1	('The Use of Relation Matching in Information Retrieval', 1997)	Christopher Soo-Guan Khoo	The Use of Relation Matching in Information Retrieval	http://dx.doi.org/10.1097/00043764-199704000-00030	10.1097/00043764-199704000-00030	1997		
('Molecular fish on chips', 1997.0)	Goffeau,A., Aert,R., Agostini-Carbone,M.L., Ahmed,A., Aigle,M., Alberghina,L., Albermann,K., Albers,M., Aldea,M., Alexandraki,D. et al. (1997) Nature , 387 (suppl.), 1â€“105.	1	('The yeast genome directory', 1997)	André Goffeau	The yeast genome directory	http://dx.doi.org/10.1038/385202a0	10.1038/385202a0	1997		
('Extremal Properties of the Zagreb Eccentricity Indices', 2012.0)	S. NikoliÂ´c, G. KovaË‡ceviÂ´c, A. MiliÂ´ceviÂ´c, N. TrinajstiÂ´c, The Zagreb indices 30 years after, Croat. Chem. Acta 76 (2003) 113â€“124.	1	('The Zagreb indices 30 years after', 2003)	S. NikoliÂ´c and G. KovaË‡ceviÂ´c and A. MiliÂ´ceviÂ´c and Nenad Trinajsti\u0107	The Zagreb indices 30 years after	http://dx.doi.org/10.5562/cca2020	10.5562/cca2020	2003		
('K. Schadler and F. Wysotzki. Theoretical foundations of a special neural net approach for graphmatching. Technical Report 96-26, TU Berlin, CS Dept., 1996.', 'CITATION ONLY')	K. Schadler and F. Wysotzki. Theoretical foundations of a special neural net approach for graphmatching. Technical Report 96-26, TU Berlin, CS Dept., 1996.	1	('Theoretical foundations of a special neural net approach for graphmatching', 1996)	Kristina Schädler and Fritz Wysotzki	Theoretical foundations of a special neural net approach for graphmatching	http://dx.doi.org/10.1023/a:1008320413168	10.1023/a:1008320413168	1999		
('Sequential EM learning for subspace analysis', 2004.0)	Aizerman A, Braverman EM, Rozoner LI (1964) Theoretical foundations of the potential function method in pattern recognition learning. Automat Remote Control 25:821â€“837	1	('Theoretical foundations of the potential function method in pattern recognition learning', 1964)	A Aizerman and E M Braverman and L I Rozoner	Theoretical foundations of the potential function method in pattern recognition learning	http://dx.doi.org/10.1016/j.patrec.2004.05.024	10.1016/j.patrec.2004.05.024	1964		
('M. Kolar L. Song and E.P. Xing. Time-varying dynamic bayesian networks. Advances in Neural Information Processing Systems, 22:1732â€“1740, 2009.', 'CITATION ONLY')	M. Kolar L. Song and E.P. Xing. Time-varying dynamic bayesian networks. Advances in Neural Information Processing Systems, 22:1732â€“1740, 2009.	1	('Time-varying dynamic bayesian networks', 2009)	L. Song and M. Kolar and E. P. Xing	Time-varying dynamic bayesian networks	http://dx.doi.org/10.1093/bioinformatics/btp192	10.1093/bioinformatics/btp192	2009		
('Reiss DJ,  Avila-Campillo I,  Thorsson V, et al. Tools enabling the elucidation of molecular pathways active in human disease: application to Hepatitis C virus infection, BMC Bioinformatics , 2005, vol. 6 pg. 154', 'CITATION ONLY')	Reiss DJ,  Avila-Campillo I,  Thorsson V, et al. Tools enabling the elucidation of molecular pathways active in human disease: application to Hepatitis C virus infection, BMC Bioinformatics , 2005, vol. 6 pg. 154	1	('Tools enabling the elucidation of molecular pathways active in human disease: application to Hepatitis C virus infection, 2005)	David J Reiss and Iliana Avila-Campillo and Vesteinn Thorsson and Benno Schwikowski and Timothy Galitski	Tools enabling the elucidation of molecular pathways active in human disease: application to Hepatitis C virus infection	http://dx.doi.org/10.1186/1471-2105-6-154	10.1186/1471-2105-6-154	2005		
('Joint Group and Topic Discovery from Relations and Text', 2006.0)	A. McCallum, X. Wang, A. Corrada-Emmanuel. Topic and role discovery in social networks with experiments on enron and academic email. Journal of Artificial Intelligence Research, 30 (2007), pp. 249-272	1	('Topic and role discovery in social networks with experiments on enron and academic email', 2007)	Andrew McCallum and Xuerui Wang and A Corrada-Emmanuel	Topic and role discovery in social networks with experiments on enron and academic email	http://dx.doi.org/10.21236/ada477264	10.21236/ada477264	2007		
('Topic Detection and Tracking Evaluation Overview', 2002.0)	J. Allan, J. Carbonell, G. Doddington, J. Yamron, and Y. Yang. Topic detection and tracking pilot study: Final report. In Proceedings of the DARPA Broadcast News Transcription and Understanding Workshop, 1998. 1998.	1	('Topic detection and tracking pilot study: Final report', 1998)	J Allan and J Carbonell and G Doddington and J Yamron and Y Yang	Topic detection and tracking pilot study: Final report	http://dx.doi.org/10.1007/978-1-4615-0933-2_2	10.1007/978-1-4615-0933-2_2	1998		
('M. Salotti and N. Laachfoubi, Topographic graph matching for shift estimation, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 2001, pp. 54â€“63.', 'CITATION ONLY')	M. Salotti and N. Laachfoubi, Topographic graph matching for shift estimation, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 2001, pp. 54â€“63.	1	('Topographic graph matching for shift estimation', 2001)	M Salotti and N Laachfoubi	Topographic graph matching for shift estimation	http://dx.doi.org/10.1109/acpr.2013.164	10.1109/acpr.2013.164	2001		
('M. Salotti, N. Laachfoubi, "Topographic graph matching for shift estimation", 3rd IAPR-TC15 Workshop on Graph-based Representations in Pattern Recognition, pp. 54-63, 2001.', 'CITATION ONLY')	M. Salotti, N. Laachfoubi, "Topographic graph matching for shift estimation", 3rd IAPR-TC15 Workshop on Graph-based Representations in Pattern Recognition, pp. 54-63, 2001.	1	('Topographic graph matching for shift estimation', 2001)	M Salotti and N Laachfoubi	Topographic graph matching for shift estimation	http://dx.doi.org/10.1109/acpr.2013.164	10.1109/acpr.2013.164	2001		
('UR\\u012a\\u015a\\u0100', 'None')	Tomaselli, L. (1994). Topological transfer: evolving linear GIS accuracy. URISA Proc., pp. 245-259	1	('Topological transfer: evolving linear GIS accuracy', 1994)	L Tomaselli	Topological transfer: evolving linear GIS accuracy	http://dx.doi.org/10.1163/9789004206106_eifo_com_1299	10.1163/9789004206106_eifo_com_1299	1994		
('COMPUTER AIDED ANALYSIS OF SCHEMATIC DIAGRAMS', 1986.0)	F.C.A Groen, R.J van Munster Topology based analysis of schematic diagrams Proc. 7th Conf. Pattern Recognition, July 30â€“Aug 2, 1984, Montreal (1984)	1	('Topology based analysis of schematic diagrams', 1984)	Frans C.A. Groen and Ruud J. van Munster	Topology based analysis of schematic diagrams	http://dx.doi.org/10.1016/b978-0-444-87877-9.50034-0	10.1016/b978-0-444-87877-9.50034-0	1984		
('New prentice hall books on electron devices and circuits', 1998.0)	Munkres J (2000) Topology. Prentice Hall. http://books.google.com/books?id=XjoZAQAAIAAJ	1	('Topology', 2000)	J Munkres	Topology	http://dx.doi.org/10.1016/0026-2692(98)90006-4	10.1016/0026-2692(98)90006-4	2000		
('Image standards in Tissue-Based Diagnosis (Diagnostic Surgical Pathology)', 2008.0)	Kayser G, Riede U, Werner M, Hufnagl P, Kayser K: Towards an automated morphological classification of histological images of common lung carcinomas. Elec J Pathol Histol. 2002, 8: 022-03.	1	('Towards an automated morphological classification of histological images of common lung carcinomas', 2002)	G Kayser and U Riede and M Werner and P Hufnagl and K Kayser	Towards an automated morphological classification of histological images of common lung carcinomas	http://dx.doi.org/10.1186/1746-1596-3-17	10.1186/1746-1596-3-17	2002		
('Kayser K, Radziszowski D, Bzdyl P, Sommer R, Kayser G: Towards an automated virtual slide screening: theoretical considerations and practical experiences of automated tissue-based virtual diagnosis to be implemented in the Internet. Diagnostic Pathol. 2006, 1: 10-10.1186/1746-1596-1-10.', 'CITATION ONLY')	Kayser K, Radziszowski D, Bzdyl P, Sommer R, Kayser G: Towards an automated virtual slide screening: theoretical considerations and practical experiences of automated tissue-based virtual diagnosis to be implemented in the Internet. Diagnostic Pathol. 2006, 1: 10-10.1186/1746-1596-1-10.	1	('Towards an automated virtual slide screening: theoretical considerations and practical experiences of automated tissue-based virtual diagnosis to be implemented in the Internet', 2006)	Klaus Kayser and Dominik Radziszowski and Piotr Bzdyl and Rainer Sommer and Gian Kayser	Towards an automated virtual slide screening: theoretical considerations and practical experiences of automated tissue-based virtual diagnosis to be implemented in the Internet	http://dx.doi.org/10.1186/1746-1596-1-10	10.1186/1746-1596-1-10	2006		
