protein1 protein2 combined_score
243273.MgenG_010200000655 243273.MgenG_010200002294 999
243273.MgenG_010200000655 243273.MgenG_010200001402 528
243273.MgenG_010200000655 243273.MgenG_010200000400 999
243273.MgenG_010200000655 243273.MgenG_010200001928 493
243273.MgenG_010200000655 243273.MgenG_010200000730 153
243273.MgenG_010200000655 243273.MgenG_010200000995 155
243273.MgenG_010200000655 243273.MgenG_010200001958 999
243273.MgenG_010200000655 243273.MgenG_010200000715 594
243273.MgenG_010200000655 243273.MgenG_010200001777 977
243273.MgenG_010200000655 243273.MgenG_010200001672 302
243273.MgenG_010200000655 243273.MgenG_010200002504 177
243273.MgenG_010200000655 243273.MgenG_010200000130 172
243273.MgenG_010200000655 243273.MgenG_010200001110 980
243273.MgenG_010200000660 243273.MgenG_010200000340 972
243273.MgenG_010200000660 243273.MgenG_010200001115 345
243273.MgenG_010200000660 243273.MgenG_010200002269 999
243273.MgenG_010200000660 243273.MgenG_010200001702 480
243273.MgenG_010200000660 243273.MgenG_010200002184 999
243273.MgenG_010200000660 243273.MgenG_010200002851 478
243273.MgenG_010200000660 243273.MgenG_010200002214 999
243273.MgenG_010200000660 243273.MgenG_010200000290 648
243273.MgenG_010200000660 243273.MgenG_010200002204 999
243273.MgenG_010200000660 243273.MgenG_010200002639 333
243273.MgenG_010200000660 243273.MgenG_010200002619 171
243273.MgenG_010200000660 243273.MgenG_010200003353 216
243273.MgenG_010200000660 243273.MgenG_010200003101 874
243273.MgenG_010200000660 243273.MgenG_010200002134 999
243273.MgenG_010200000660 243273.MgenG_010200000895 534
243273.MgenG_010200000660 243273.MgenG_010200001722 576
243273.MgenG_010200000660 243273.MgenG_010200001322 996
243273.MgenG_010200000660 243273.MgenG_010200002609 664
243273.MgenG_010200000660 243273.MgenG_010200002234 999
243273.MgenG_010200000660 243273.MgenG_010200003146 183
243273.MgenG_010200000660 243273.MgenG_010200002766 311
243273.MgenG_010200000660 243273.MgenG_010200002786 600
243273.MgenG_010200000660 243273.MgenG_010200000920 512
243273.MgenG_010200000660 243273.MgenG_010200002509 167
243273.MgenG_010200000660 243273.MgenG_010200000480 628
243273.MgenG_010200000660 243273.MgenG_010200002289 962
243273.MgenG_010200000660 243273.MgenG_010200001572 159
243273.MgenG_010200000660 243273.MgenG_010200003171 302
243273.MgenG_010200000660 243273.MgenG_010200002941 587
243273.MgenG_010200000660 243273.MgenG_010200000395 999
243273.MgenG_010200000660 243273.MgenG_010200001185 866
243273.MgenG_010200000660 243273.MgenG_010200002023 418
243273.MgenG_010200000660 243273.MgenG_010200000225 944
243273.MgenG_010200000660 243273.MgenG_010200001742 181
243273.MgenG_010200000660 243273.MgenG_010200000135 495
243273.MgenG_010200000660 243273.MgenG_010200001317 764
243273.MgenG_010200000660 243273.MgenG_010200001492 598
243273.MgenG_010200000660 243273.MgenG_010200000195 477
243273.MgenG_010200000660 243273.MgenG_010200000620 999
243273.MgenG_010200000660 243273.MgenG_010200000775 517
243273.MgenG_010200000660 243273.MgenG_010200001782 375
243273.MgenG_010200000660 243273.MgenG_010200000670 999
243273.MgenG_010200000660 243273.MgenG_010200003176 463
243273.MgenG_010200000660 243273.MgenG_010200002008 876
243273.MgenG_010200000660 243273.MgenG_010200000020 548
243273.MgenG_010200000660 243273.MgenG_010200000795 879
243273.MgenG_010200000660 243273.MgenG_010200002159 999
243273.MgenG_010200000660 243273.MgenG_010200000945 186
243273.MgenG_010200000660 243273.MgenG_010200000655 999
243273.MgenG_010200000660 243273.MgenG_010200002514 653
243273.MgenG_010200000660 243273.MgenG_010200001170 561
243273.MgenG_010200000660 243273.MgenG_010200003063 997
243273.MgenG_010200000660 243273.MgenG_010200001090 152
243273.MgenG_010200000660 243273.MgenG_010200000735 400
243273.MgenG_010200000660 243273.MgenG_010200000595 227
243273.MgenG_010200000660 243273.MgenG_010200000185 995
243273.MgenG_010200000660 243273.MgenG_010200002901 418
243273.MgenG_010200000660 243273.MgenG_010200002956 341
243273.MgenG_010200000660 243273.MgenG_010200002594 159
243273.MgenG_010200000660 243273.MgenG_010200000305 192
243273.MgenG_010200000660 243273.MgenG_010200002499 167
243273.MgenG_010200000660 243273.MgenG_010200002454 560
243273.MgenG_010200000660 243273.MgenG_010200000485 769
243273.MgenG_010200000660 243273.MgenG_010200000540 532
243273.MgenG_010200000660 243273.MgenG_010200000090 480
243273.MgenG_010200000660 243273.MgenG_010200002259 903
243273.MgenG_010200000660 243273.MgenG_010200001085 152
243273.MgenG_010200000660 243273.MgenG_010200001427 153
243273.MgenG_010200000660 243273.MgenG_010200000905 253
243273.MgenG_010200000660 243273.MgenG_010200001145 926
243273.MgenG_010200000660 243273.MgenG_010200000220 999
243273.MgenG_010200000660 243273.MgenG_010200000545 810
243273.MgenG_010200000660 243273.MgenG_010200000690 640
243273.MgenG_010200000660 243273.MgenG_010200002199 999
243273.MgenG_010200000660 243273.MgenG_010200001312 969
243273.MgenG_010200000660 243273.MgenG_010200001963 999
243273.MgenG_010200000660 243273.MgenG_010200000700 171
243273.MgenG_010200000660 243273.MgenG_010200000465 523
243273.MgenG_010200000660 243273.MgenG_010200000285 980
243273.MgenG_010200000660 243273.MgenG_010200000200 477
243273.MgenG_010200000660 243273.MgenG_010200002074 161
243273.MgenG_010200000660 243273.MgenG_010200002264 880
243273.MgenG_010200000660 243273.MgenG_010200001050 168
243273.MgenG_010200000660 243273.MgenG_010200001948 409
243273.MgenG_010200000660 243273.MgenG_010200000810 238
243273.MgenG_010200000660 243273.MgenG_010200002179 999
243273.MgenG_010200000660 243273.MgenG_010200002209 999
243273.MgenG_010200000660 243273.MgenG_010200003166 302
243273.MgenG_010200000660 243273.MgenG_010200000575 546
243273.MgenG_010200000660 243273.MgenG_010200001587 767
243273.MgenG_010200000660 243273.MgenG_010200002544 999
243273.MgenG_010200000660 243273.MgenG_010200001772 576
243273.MgenG_010200000660 243273.MgenG_010200000685 999
243273.MgenG_010200000660 243273.MgenG_010200001175 460
243273.MgenG_010200000660 243273.MgenG_010200001000 444
243273.MgenG_010200000660 243273.MgenG_010200002841 999
243273.MgenG_010200000660 243273.MgenG_010200001808 973
243273.MgenG_010200000660 243273.MgenG_010200000610 999
243273.MgenG_010200000660 243273.MgenG_010200000745 211
243273.MgenG_010200000660 243273.MgenG_010200002304 167
243273.MgenG_010200000660 243273.MgenG_010200002084 227
243273.MgenG_010200000660 243273.MgenG_010200003200 850
243273.MgenG_010200000660 243273.MgenG_010200003225 430
243273.MgenG_010200000660 243273.MgenG_010200002154 999
243273.MgenG_010200000660 243273.MgenG_010200000345 999
243273.MgenG_010200000660 243273.MgenG_010200002679 525
243273.MgenG_010200000660 243273.MgenG_010200000160 875
243273.MgenG_010200000660 243273.MgenG_010200002484 410
243273.MgenG_010200000660 243273.MgenG_010200001707 500
243273.MgenG_010200000660 243273.MgenG_010200002721 552
243273.MgenG_010200000660 243273.MgenG_010200002314 713
243273.MgenG_010200000660 243273.MgenG_010200002239 999
243273.MgenG_010200000660 243273.MgenG_010200000010 258
243273.MgenG_010200000660 243273.MgenG_010200003285 623
243273.MgenG_010200000660 243273.MgenG_010200000975 155
243273.MgenG_010200000660 243273.MgenG_010200002174 999
243273.MgenG_010200000660 243273.MgenG_010200002274 983
243273.MgenG_010200000660 243273.MgenG_010200001617 958
243273.MgenG_010200000660 243273.MgenG_010200001140 158
243273.MgenG_010200000660 243273.MgenG_010200002219 999
243273.MgenG_010200000660 243273.MgenG_010200000310 226
243273.MgenG_010200000660 243273.MgenG_010200001342 709
243273.MgenG_010200000660 243273.MgenG_010200000095 596
243273.MgenG_010200000660 243273.MgenG_010200001100 439
243273.MgenG_010200000660 243273.MgenG_010200001803 955
243273.MgenG_010200000660 243273.MgenG_010200001160 996
243273.MgenG_010200000660 243273.MgenG_010200000715 249
243273.MgenG_010200000660 243273.MgenG_010200000605 999
243273.MgenG_010200000660 243273.MgenG_010200002149 999
243273.MgenG_010200000660 243273.MgenG_010200000455 624
243273.MgenG_010200000660 243273.MgenG_010200001667 354
243273.MgenG_010200000660 243273.MgenG_010200000555 261
243273.MgenG_010200000660 243273.MgenG_010200002776 672
243273.MgenG_010200000660 243273.MgenG_010200000765 579
243273.MgenG_010200000660 243273.MgenG_010200001863 641
243273.MgenG_010200000660 243273.MgenG_010200001968 986
243273.MgenG_010200000660 243273.MgenG_010200000625 504
243273.MgenG_010200000660 243273.MgenG_010200003058 332
243273.MgenG_010200000660 243273.MgenG_010200001853 475
243273.MgenG_010200000660 243273.MgenG_010200001973 943
243273.MgenG_010200000660 243273.MgenG_010200002309 175
243273.MgenG_010200000660 243273.MgenG_010200002194 999
243273.MgenG_010200000660 243273.MgenG_010200001200 197
243273.MgenG_010200000660 243273.MgenG_010200002529 972
243273.MgenG_010200000660 243273.MgenG_010200001412 898
243273.MgenG_010200000660 243273.MgenG_010200002279 999
243273.MgenG_010200000660 243273.MgenG_010200000125 189
243273.MgenG_010200000660 243273.MgenG_010200002911 523
243273.MgenG_010200000660 243273.MgenG_010200000030 504
243273.MgenG_010200000660 243273.MgenG_010200000865 448
243273.MgenG_010200000660 243273.MgenG_010200002736 495
243273.MgenG_010200000660 243273.MgenG_010200001903 325
243273.MgenG_010200000660 243273.MgenG_010200001452 508
243273.MgenG_010200000660 243273.MgenG_010200000665 999
243273.MgenG_010200000660 243273.MgenG_010200002299 167
243273.MgenG_010200000660 243273.MgenG_010200002664 313
243273.MgenG_010200000660 243273.MgenG_010200000550 638
243273.MgenG_010200000660 243273.MgenG_010200000390 293
243273.MgenG_010200000660 243273.MgenG_010200000400 999
243273.MgenG_010200000660 243273.MgenG_010200002726 465
243273.MgenG_010200000660 243273.MgenG_010200002761 671
243273.MgenG_010200000660 243273.MgenG_010200001387 153
243273.MgenG_010200000660 243273.MgenG_010200000780 402
243273.MgenG_010200000660 243273.MgenG_010200001597 991
243273.MgenG_010200000660 243273.MgenG_010200000475 715
243273.MgenG_010200000660 243273.MgenG_010200001582 376
243273.MgenG_010200000660 243273.MgenG_010200002599 218
243273.MgenG_010200000660 243273.MgenG_010200001397 586
243273.MgenG_010200000660 243273.MgenG_010200002284 999
243273.MgenG_010200000660 243273.MgenG_010200000145 549
243273.MgenG_010200000660 243273.MgenG_010200003181 631
243273.MgenG_010200000660 243273.MgenG_010200002644 376
243273.MgenG_010200000660 243273.MgenG_010200003136 429
243273.MgenG_010200000660 243273.MgenG_010200000935 234
243273.MgenG_010200000660 243273.MgenG_010200002294 999
243273.MgenG_010200000660 243273.MgenG_010200001180 513
243273.MgenG_010200000660 243273.MgenG_010200002169 999
243273.MgenG_010200000660 243273.MgenG_010200000110 827
243273.MgenG_010200000660 243273.MgenG_010200001622 511
243273.MgenG_010200000660 243273.MgenG_010200000230 995
243273.MgenG_010200000660 243273.MgenG_010200002254 949
243273.MgenG_010200000660 243273.MgenG_010200000250 686
243273.MgenG_010200000660 243273.MgenG_010200001958 999
243273.MgenG_010200000660 243273.MgenG_010200002981 730
243273.MgenG_010200000660 243273.MgenG_010200000505 604
243273.MgenG_010200000660 243273.MgenG_010200000295 922
243273.MgenG_010200000660 243273.MgenG_010200000015 237
243273.MgenG_010200000660 243273.MgenG_010200000165 374
243273.MgenG_010200000660 243273.MgenG_010200003305 423
243273.MgenG_010200000660 243273.MgenG_010200000335 787
243273.MgenG_010200000660 243273.MgenG_010200002604 159
243273.MgenG_010200000660 243273.MgenG_010200001777 978
243273.MgenG_010200000660 243273.MgenG_010200000995 202
243273.MgenG_010200000660 243273.MgenG_010200002504 167
243273.MgenG_010200000660 243273.MgenG_010200000815 580
243273.MgenG_010200000660 243273.MgenG_010200001402 241
243273.MgenG_010200000660 243273.MgenG_010200001893 357
243273.MgenG_010200000660 243273.MgenG_010200003096 622
243273.MgenG_010200000660 243273.MgenG_010200000025 594
243273.MgenG_010200000660 243273.MgenG_010200001110 975
243273.MgenG_010200000660 243273.MgenG_010200000490 756
243273.MgenG_010200000660 243273.MgenG_010200001005 561
243273.MgenG_010200000660 243273.MgenG_010200001095 611
243273.MgenG_010200000660 243273.MgenG_010200000085 938
243273.MgenG_010200000660 243273.MgenG_010200000280 161
243273.MgenG_010200000660 243273.MgenG_010200001307 926
243273.MgenG_010200000660 243273.MgenG_010200002049 833
243273.MgenG_010200000660 243273.MgenG_010200000650 536
243273.MgenG_010200000660 243273.MgenG_010200001727 443
243273.MgenG_010200000660 243273.MgenG_010200000955 793
243273.MgenG_010200000660 243273.MgenG_010200003275 330
243273.MgenG_010200000660 243273.MgenG_010200002659 161
243273.MgenG_010200000660 243273.MgenG_010200001697 545
243273.MgenG_010200000660 243273.MgenG_010200002189 999
243273.MgenG_010200000660 243273.MgenG_010200002164 999
243273.MgenG_010200000660 243273.MgenG_010200000440 163
243273.MgenG_010200000660 243273.MgenG_010200001798 895
243273.MgenG_010200000660 243273.MgenG_010200001627 194
243273.MgenG_010200000660 243273.MgenG_010200002229 999
243273.MgenG_010200000665 243273.MgenG_010200002279 978
243273.MgenG_010200000665 243273.MgenG_010200002549 430
243273.MgenG_010200000665 243273.MgenG_010200003001 156
243273.MgenG_010200000665 243273.MgenG_010200000625 558
243273.MgenG_010200000665 243273.MgenG_010200000125 752
243273.MgenG_010200000665 243273.MgenG_010200001200 193
243273.MgenG_010200000665 243273.MgenG_010200002149 999
243273.MgenG_010200000665 243273.MgenG_010200002194 997
243273.MgenG_010200000665 243273.MgenG_010200001782 476
243273.MgenG_010200000665 243273.MgenG_010200000725 352
243273.MgenG_010200000665 243273.MgenG_010200000020 628
243273.MgenG_010200000665 243273.MgenG_010200002008 692
243273.MgenG_010200000665 243273.MgenG_010200003038 356
243273.MgenG_010200000665 243273.MgenG_010200000670 998
243273.MgenG_010200000665 243273.MgenG_010200003176 327
243273.MgenG_010200000665 243273.MgenG_010200001572 224
243273.MgenG_010200000665 243273.MgenG_010200002134 998
243273.MgenG_010200000665 243273.MgenG_010200000290 669
243273.MgenG_010200000665 243273.MgenG_010200003013 375
243273.MgenG_010200000665 243273.MgenG_010200002891 382
243273.MgenG_010200000665 243273.MgenG_010200000895 672
243273.MgenG_010200000665 243273.MgenG_010200002204 999
243273.MgenG_010200000665 243273.MgenG_010200002639 678
243273.MgenG_010200000665 243273.MgenG_010200000480 588
243273.MgenG_010200000665 243273.MgenG_010200002786 753
243273.MgenG_010200000665 243273.MgenG_010200001722 272
243273.MgenG_010200000665 243273.MgenG_010200001322 991
243273.MgenG_010200000665 243273.MgenG_010200002234 999
243273.MgenG_010200000665 243273.MgenG_010200002569 429
243273.MgenG_010200000665 243273.MgenG_010200000920 435
243273.MgenG_010200000665 243273.MgenG_010200000135 654
243273.MgenG_010200000665 243273.MgenG_010200003171 319
243273.MgenG_010200000665 243273.MgenG_010200002539 237
243273.MgenG_010200000665 243273.MgenG_010200002289 999
243273.MgenG_010200000665 243273.MgenG_010200002941 692
243273.MgenG_010200000665 243273.MgenG_010200001185 531
243273.MgenG_010200000665 243273.MgenG_010200000395 999
243273.MgenG_010200000665 243273.MgenG_010200002023 420
243273.MgenG_010200000665 243273.MgenG_010200000775 215
243273.MgenG_010200000665 243273.MgenG_010200002766 901
243273.MgenG_010200000665 243273.MgenG_010200000225 812
243273.MgenG_010200000665 243273.MgenG_010200001492 697
243273.MgenG_010200000665 243273.MgenG_010200000620 999
243273.MgenG_010200000665 243273.MgenG_010200001317 635
243273.MgenG_010200000665 243273.MgenG_010200000195 481
243273.MgenG_010200000665 243273.MgenG_010200000735 322
243273.MgenG_010200000665 243273.MgenG_010200000720 219
243273.MgenG_010200000665 243273.MgenG_010200001742 692
243273.MgenG_010200000665 243273.MgenG_010200001567 667
243273.MgenG_010200000665 243273.MgenG_010200000040 547
243273.MgenG_010200000665 243273.MgenG_010200003373 295
243273.MgenG_010200000665 243273.MgenG_010200003146 728
243273.MgenG_010200000665 243273.MgenG_010200002609 841
243273.MgenG_010200000665 243273.MgenG_010200003101 177
243273.MgenG_010200000665 243273.MgenG_010200002781 237
243273.MgenG_010200000665 243273.MgenG_010200003353 264
243273.MgenG_010200000665 243273.MgenG_010200003058 325
243273.MgenG_010200000665 243273.MgenG_010200001973 328
243273.MgenG_010200000665 243273.MgenG_010200001090 182
243273.MgenG_010200000665 243273.MgenG_010200002214 984
243273.MgenG_010200000665 243273.MgenG_010200002184 890
243273.MgenG_010200000665 243273.MgenG_010200003043 434
243273.MgenG_010200000665 243273.MgenG_010200002851 861
243273.MgenG_010200000665 243273.MgenG_010200000825 509
243273.MgenG_010200000665 243273.MgenG_010200003063 991
243273.MgenG_010200000665 243273.MgenG_010200003393 605
243273.MgenG_010200000665 243273.MgenG_010200001702 744
243273.MgenG_010200000665 243273.MgenG_010200000340 981
243273.MgenG_010200000665 243273.MgenG_010200002159 999
243273.MgenG_010200000665 243273.MgenG_010200000655 999
243273.MgenG_010200000665 243273.MgenG_010200000945 170
243273.MgenG_010200000665 243273.MgenG_010200001787 207
243273.MgenG_010200000665 243273.MgenG_010200001145 953
243273.MgenG_010200000665 243273.MgenG_010200000485 833
243273.MgenG_010200000665 243273.MgenG_010200002259 924
243273.MgenG_010200000665 243273.MgenG_010200000185 987
243273.MgenG_010200000665 243273.MgenG_010200001170 614
243273.MgenG_010200000665 243273.MgenG_010200002901 420
243273.MgenG_010200000665 243273.MgenG_010200000305 768
243273.MgenG_010200000665 243273.MgenG_010200002956 199
243273.MgenG_010200000665 243273.MgenG_010200002269 921
243273.MgenG_010200000665 243273.MgenG_010200002906 264
243273.MgenG_010200000665 243273.MgenG_010200000540 839
243273.MgenG_010200000665 243273.MgenG_010200002454 704
243273.MgenG_010200000665 243273.MgenG_010200002514 994
243273.MgenG_010200000665 243273.MgenG_010200001085 175
243273.MgenG_010200000665 243273.MgenG_010200002886 400
243273.MgenG_010200000665 243273.MgenG_010200001948 541
243273.MgenG_010200000665 243273.MgenG_010200000285 999
243273.MgenG_010200000665 243273.MgenG_010200000220 990
243273.MgenG_010200000665 243273.MgenG_010200002199 997
243273.MgenG_010200000665 243273.MgenG_010200000690 795
243273.MgenG_010200000665 243273.MgenG_010200000465 312
243273.MgenG_010200000665 243273.MgenG_010200000905 172
243273.MgenG_010200000665 243273.MgenG_010200000545 770
243273.MgenG_010200000665 243273.MgenG_010200002264 854
243273.MgenG_010200000665 243273.MgenG_010200001963 996
243273.MgenG_010200000665 243273.MgenG_010200002654 300
243273.MgenG_010200000665 243273.MgenG_010200001312 873
243273.MgenG_010200000665 243273.MgenG_010200000700 670
243273.MgenG_010200000665 243273.MgenG_010200001130 351
243273.MgenG_010200000665 243273.MgenG_010200000760 432
243273.MgenG_010200000665 243273.MgenG_010200000455 909
243273.MgenG_010200000665 243273.MgenG_010200001808 998
243273.MgenG_010200000665 243273.MgenG_010200000745 567
243273.MgenG_010200000665 243273.MgenG_010200001000 610
243273.MgenG_010200000665 243273.MgenG_010200002074 369
243273.MgenG_010200000665 243273.MgenG_010200000810 563
243273.MgenG_010200000665 243273.MgenG_010200000200 481
243273.MgenG_010200000665 243273.MgenG_010200002544 963
243273.MgenG_010200000665 243273.MgenG_010200001050 197
243273.MgenG_010200000665 243273.MgenG_010200002179 999
243273.MgenG_010200000665 243273.MgenG_010200002084 196
243273.MgenG_010200000665 243273.MgenG_010200001587 702
243273.MgenG_010200000665 243273.MgenG_010200000685 991
243273.MgenG_010200000665 243273.MgenG_010200001772 949
243273.MgenG_010200000665 243273.MgenG_010200003368 179
243273.MgenG_010200000665 243273.MgenG_010200003166 319
243273.MgenG_010200000665 243273.MgenG_010200001372 740
243273.MgenG_010200000665 243273.MgenG_010200000345 989
243273.MgenG_010200000665 243273.MgenG_010200000610 999
243273.MgenG_010200000665 243273.MgenG_010200003225 224
243273.MgenG_010200000665 243273.MgenG_010200002634 427
243273.MgenG_010200000665 243273.MgenG_010200001828 237
243273.MgenG_010200000665 243273.MgenG_010200000660 999
243273.MgenG_010200000665 243273.MgenG_010200002154 995
243273.MgenG_010200000665 243273.MgenG_010200003200 459
243273.MgenG_010200000665 243273.MgenG_010200001707 640
243273.MgenG_010200000665 243273.MgenG_010200000035 315
243273.MgenG_010200000665 243273.MgenG_010200000160 730
243273.MgenG_010200000665 243273.MgenG_010200002484 859
243273.MgenG_010200000665 243273.MgenG_010200002721 527
243273.MgenG_010200000665 243273.MgenG_010200002679 623
243273.MgenG_010200000665 243273.MgenG_010200002314 583
243273.MgenG_010200000665 243273.MgenG_010200000765 620
243273.MgenG_010200000665 243273.MgenG_010200002219 965
243273.MgenG_010200000665 243273.MgenG_010200002274 996
243273.MgenG_010200000665 243273.MgenG_010200003285 589
243273.MgenG_010200000665 243273.MgenG_010200000975 458
243273.MgenG_010200000665 243273.MgenG_010200002013 538
243273.MgenG_010200000665 243273.MgenG_010200001140 307
243273.MgenG_010200000665 243273.MgenG_010200002174 979
243273.MgenG_010200000665 243273.MgenG_010200001617 775
243273.MgenG_010200000665 243273.MgenG_010200002649 566
243273.MgenG_010200000665 243273.MgenG_010200000310 197
243273.MgenG_010200000665 243273.MgenG_010200001342 821
243273.MgenG_010200000665 243273.MgenG_010200000095 621
243273.MgenG_010200000665 243273.MgenG_010200001100 866
243273.MgenG_010200000665 243273.MgenG_010200001803 998
243273.MgenG_010200000665 243273.MgenG_010200001160 988
243273.MgenG_010200000665 243273.MgenG_010200001487 599
243273.MgenG_010200000665 243273.MgenG_010200002976 273
243273.MgenG_010200000665 243273.MgenG_010200002841 999
243273.MgenG_010200000665 243273.MgenG_010200001432 193
243273.MgenG_010200000665 243273.MgenG_010200002239 999
243273.MgenG_010200000665 243273.MgenG_010200003073 237
243273.MgenG_010200000665 243273.MgenG_010200003190 373
243273.MgenG_010200000665 243273.MgenG_010200000330 370
243273.MgenG_010200000665 243273.MgenG_010200001863 173
243273.MgenG_010200000665 243273.MgenG_010200002209 997
243273.MgenG_010200000665 243273.MgenG_010200000205 196
243273.MgenG_010200000665 243273.MgenG_010200000555 552
243273.MgenG_010200000665 243273.MgenG_010200001968 967
243273.MgenG_010200000665 243273.MgenG_010200002776 520
243273.MgenG_010200000665 243273.MgenG_010200001667 496
243273.MgenG_010200000665 243273.MgenG_010200001853 680
243273.MgenG_010200000665 243273.MgenG_010200001387 151
243273.MgenG_010200000665 243273.MgenG_010200000400 996
243273.MgenG_010200000665 243273.MgenG_010200001597 999
243273.MgenG_010200000665 243273.MgenG_010200000865 884
243273.MgenG_010200000665 243273.MgenG_010200001250 391
243273.MgenG_010200000665 243273.MgenG_010200000030 791
243273.MgenG_010200000665 243273.MgenG_010200002534 378
243273.MgenG_010200000665 243273.MgenG_010200002736 535
243273.MgenG_010200000665 243273.MgenG_010200000780 760
243273.MgenG_010200000665 243273.MgenG_010200000550 856
243273.MgenG_010200000665 243273.MgenG_010200001412 155
243273.MgenG_010200000665 243273.MgenG_010200001452 822
243273.MgenG_010200000665 243273.MgenG_010200000605 998
243273.MgenG_010200000665 243273.MgenG_010200002664 744
243273.MgenG_010200000665 243273.MgenG_010200002529 981
243273.MgenG_010200000665 243273.MgenG_010200002816 319
243273.MgenG_010200000665 243273.MgenG_010200002469 516
243273.MgenG_010200000665 243273.MgenG_010200003136 845
243273.MgenG_010200000665 243273.MgenG_010200002761 694
243273.MgenG_010200000665 243273.MgenG_010200001582 851
243273.MgenG_010200000665 243273.MgenG_010200000475 663
243273.MgenG_010200000665 243273.MgenG_010200002284 998
243273.MgenG_010200000665 243273.MgenG_010200000145 769
243273.MgenG_010200000665 243273.MgenG_010200003181 580
243273.MgenG_010200000665 243273.MgenG_010200000110 718
243273.MgenG_010200000665 243273.MgenG_010200001327 374
243273.MgenG_010200000665 243273.MgenG_010200000450 596
243273.MgenG_010200000665 243273.MgenG_010200000935 152
243273.MgenG_010200000665 243273.MgenG_010200002726 341
243273.MgenG_010200000665 243273.MgenG_010200002644 594
243273.MgenG_010200000665 243273.MgenG_010200001397 420
243273.MgenG_010200000665 243273.MgenG_010200002836 179
243273.MgenG_010200000665 243273.MgenG_010200000295 983
243273.MgenG_010200000665 243273.MgenG_010200002254 979
243273.MgenG_010200000665 243273.MgenG_010200001622 569
243273.MgenG_010200000665 243273.MgenG_010200002169 999
243273.MgenG_010200000665 243273.MgenG_010200000505 219
243273.MgenG_010200000665 243273.MgenG_010200000230 987
243273.MgenG_010200000665 243273.MgenG_010200001180 759
243273.MgenG_010200000665 243273.MgenG_010200002294 999
243273.MgenG_010200000665 243273.MgenG_010200003305 364
243273.MgenG_010200000665 243273.MgenG_010200002981 732
243273.MgenG_010200000665 243273.MgenG_010200000165 372
243273.MgenG_010200000665 243273.MgenG_010200001958 971
243273.MgenG_010200000665 243273.MgenG_010200000015 606
243273.MgenG_010200000665 243273.MgenG_010200000880 928
243273.MgenG_010200000665 243273.MgenG_010200003141 315
243273.MgenG_010200000665 243273.MgenG_010200000025 671
243273.MgenG_010200000665 243273.MgenG_010200003028 227
243273.MgenG_010200000665 243273.MgenG_010200000715 678
243273.MgenG_010200000665 243273.MgenG_010200001928 651
243273.MgenG_010200000665 243273.MgenG_010200001045 238
243273.MgenG_010200000665 243273.MgenG_010200001777 789
243273.MgenG_010200000665 243273.MgenG_010200000995 472
243273.MgenG_010200000665 243273.MgenG_010200001672 324
243273.MgenG_010200000665 243273.MgenG_010200001110 628
243273.MgenG_010200000665 243273.MgenG_010200001893 675
243273.MgenG_010200000665 243273.MgenG_010200000730 352
243273.MgenG_010200000665 243273.MgenG_010200001402 229
243273.MgenG_010200000665 243273.MgenG_010200000130 151
243273.MgenG_010200000665 243273.MgenG_010200000790 697
243273.MgenG_010200000665 243273.MgenG_010200000815 603
243273.MgenG_010200000665 243273.MgenG_010200000955 688
243273.MgenG_010200000665 243273.MgenG_010200000650 533
243273.MgenG_010200000665 243273.MgenG_010200000085 984
243273.MgenG_010200000665 243273.MgenG_010200000490 697
243273.MgenG_010200000665 243273.MgenG_010200001095 632
243273.MgenG_010200000665 243273.MgenG_010200000335 677
243273.MgenG_010200000665 243273.MgenG_010200001005 551
243273.MgenG_010200000665 243273.MgenG_010200003096 752
243273.MgenG_010200000665 243273.MgenG_010200000785 310
243273.MgenG_010200000665 243273.MgenG_010200001602 680
243273.MgenG_010200000665 243273.MgenG_010200001727 231
243273.MgenG_010200000665 243273.MgenG_010200002049 623
243273.MgenG_010200000665 243273.MgenG_010200002659 165
243273.MgenG_010200000665 243273.MgenG_010200001135 436
243273.MgenG_010200000665 243273.MgenG_010200003275 830
243273.MgenG_010200000665 243273.MgenG_010200002229 985
243273.MgenG_010200000665 243273.MgenG_010200000170 222
243273.MgenG_010200000665 243273.MgenG_010200001307 910
243273.MgenG_010200000665 243273.MgenG_010200002164 982
243273.MgenG_010200000665 243273.MgenG_010200001627 290
243273.MgenG_010200000665 243273.MgenG_010200002189 934
243273.MgenG_010200000665 243273.MgenG_010200000440 661
243273.MgenG_010200000665 243273.MgenG_010200001798 994
243273.MgenG_010200000665 243273.MgenG_010200000280 586
243273.MgenG_010200000670 243273.MgenG_010200000575 256
243273.MgenG_010200000670 243273.MgenG_010200000555 275
243273.MgenG_010200000670 243273.MgenG_010200002209 999
243273.MgenG_010200000670 243273.MgenG_010200002776 327
243273.MgenG_010200000670 243273.MgenG_010200001968 994
243273.MgenG_010200000670 243273.MgenG_010200000455 549
243273.MgenG_010200000670 243273.MgenG_010200000765 738
243273.MgenG_010200000670 243273.MgenG_010200001863 160
243273.MgenG_010200000670 243273.MgenG_010200001402 214
243273.MgenG_010200000670 243273.MgenG_010200000145 166
243273.MgenG_010200000670 243273.MgenG_010200001412 956
243273.MgenG_010200000670 243273.MgenG_010200000625 583
243273.MgenG_010200000670 243273.MgenG_010200003043 178
243273.MgenG_010200000670 243273.MgenG_010200001853 455
243273.MgenG_010200000670 243273.MgenG_010200002194 775
