protein1 protein2 combined_score
243273.MgenG_010200002319 243273.MgenG_010200001702 434
243273.MgenG_010200002319 243273.MgenG_010200000540 160
243273.MgenG_010200002319 243273.MgenG_010200002259 670
243273.MgenG_010200002319 243273.MgenG_010200000945 169
243273.MgenG_010200002319 243273.MgenG_010200000595 668
243273.MgenG_010200002319 243273.MgenG_010200001898 485
243273.MgenG_010200002319 243273.MgenG_010200002906 170
243273.MgenG_010200002319 243273.MgenG_010200002886 175
243273.MgenG_010200002319 243273.MgenG_010200002454 680
243273.MgenG_010200002319 243273.MgenG_010200000765 175
243273.MgenG_010200002319 243273.MgenG_010200002269 657
243273.MgenG_010200002319 243273.MgenG_010200001948 667
243273.MgenG_010200002319 243273.MgenG_010200002264 795
243273.MgenG_010200002319 243273.MgenG_010200000545 338
243273.MgenG_010200002319 243273.MgenG_010200001427 286
243273.MgenG_010200002319 243273.MgenG_010200000905 222
243273.MgenG_010200002319 243273.MgenG_010200002846 161
243273.MgenG_010200002319 243273.MgenG_010200000285 172
243273.MgenG_010200002319 243273.MgenG_010200000700 336
243273.MgenG_010200002319 243273.MgenG_010200001863 177
243273.MgenG_010200002319 243273.MgenG_010200000975 167
243273.MgenG_010200002319 243273.MgenG_010200002084 177
243273.MgenG_010200002319 243273.MgenG_010200002544 167
243273.MgenG_010200002319 243273.MgenG_010200002074 175
243273.MgenG_010200002319 243273.MgenG_010200001050 370
243273.MgenG_010200002319 243273.MgenG_010200002304 913
243273.MgenG_010200002319 243273.MgenG_010200001000 256
243273.MgenG_010200002319 243273.MgenG_010200003166 165
243273.MgenG_010200002319 243273.MgenG_010200001808 459
243273.MgenG_010200002319 243273.MgenG_010200001953 301
243273.MgenG_010200002319 243273.MgenG_010200002634 483
243273.MgenG_010200002319 243273.MgenG_010200000035 167
243273.MgenG_010200002319 243273.MgenG_010200001707 662
243273.MgenG_010200002319 243273.MgenG_010200002721 437
243273.MgenG_010200002319 243273.MgenG_010200002314 891
243273.MgenG_010200002319 243273.MgenG_010200001667 268
243273.MgenG_010200002319 243273.MgenG_010200000310 503
243273.MgenG_010200002319 243273.MgenG_010200001140 202
243273.MgenG_010200002319 243273.MgenG_010200002013 635
243273.MgenG_010200002319 243273.MgenG_010200001617 594
243273.MgenG_010200002319 243273.MgenG_010200000900 229
243273.MgenG_010200002319 243273.MgenG_010200002274 639
243273.MgenG_010200002319 243273.MgenG_010200001342 506
243273.MgenG_010200002319 243273.MgenG_010200002776 175
243273.MgenG_010200002319 243273.MgenG_010200001432 290
243273.MgenG_010200002319 243273.MgenG_010200001803 450
243273.MgenG_010200002319 243273.MgenG_010200001100 283
243273.MgenG_010200002319 243273.MgenG_010200000555 515
243273.MgenG_010200002319 243273.MgenG_010200001692 165
243273.MgenG_010200002319 243273.MgenG_010200002976 165
243273.MgenG_010200002319 243273.MgenG_010200002896 182
243273.MgenG_010200002319 243273.MgenG_010200000550 340
243273.MgenG_010200002319 243273.MgenG_010200000125 323
243273.MgenG_010200002319 243273.MgenG_010200003058 752
243273.MgenG_010200002319 243273.MgenG_010200001853 183
243273.MgenG_010200002319 243273.MgenG_010200001973 152
243273.MgenG_010200002319 243273.MgenG_010200002149 439
243273.MgenG_010200002319 243273.MgenG_010200002309 873
243273.MgenG_010200002319 243273.MgenG_010200000625 317
243273.MgenG_010200002319 243273.MgenG_010200000390 625
243273.MgenG_010200002319 243273.MgenG_010200000865 884
243273.MgenG_010200002319 243273.MgenG_010200001422 633
243273.MgenG_010200002319 243273.MgenG_010200002279 686
243273.MgenG_010200002319 243273.MgenG_010200001010 210
243273.MgenG_010200002319 243273.MgenG_010200000030 809
243273.MgenG_010200002319 243273.MgenG_010200002299 913
243273.MgenG_010200002319 243273.MgenG_010200002836 360
243273.MgenG_010200002319 243273.MgenG_010200003136 820
243273.MgenG_010200002319 243273.MgenG_010200000175 587
243273.MgenG_010200002319 243273.MgenG_010200001452 476
243273.MgenG_010200002319 243273.MgenG_010200002664 549
243273.MgenG_010200002319 243273.MgenG_010200002284 687
243273.MgenG_010200002319 243273.MgenG_010200001582 154
243273.MgenG_010200002319 243273.MgenG_010200000145 156
243273.MgenG_010200002319 243273.MgenG_010200002294 872
243273.MgenG_010200002319 243273.MgenG_010200002469 383
243273.MgenG_010200002319 243273.MgenG_010200001327 408
243273.MgenG_010200002319 243273.MgenG_010200000110 522
243273.MgenG_010200002319 243273.MgenG_010200000015 268
243273.MgenG_010200002319 243273.MgenG_010200001622 585
243273.MgenG_010200002319 243273.MgenG_010200002254 845
243273.MgenG_010200002319 243273.MgenG_010200001602 674
243273.MgenG_010200002319 243273.MgenG_010200000815 490
243273.MgenG_010200002319 243273.MgenG_010200000715 599
243273.MgenG_010200002319 243273.MgenG_010200003205 415
243273.MgenG_010200002319 243273.MgenG_010200001928 442
243273.MgenG_010200002319 243273.MgenG_010200001777 359
243273.MgenG_010200002319 243273.MgenG_010200000995 380
243273.MgenG_010200002319 243273.MgenG_010200001672 238
243273.MgenG_010200002319 243273.MgenG_010200001727 248
243273.MgenG_010200002319 243273.MgenG_010200001095 790
243273.MgenG_010200002319 243273.MgenG_010200001110 745
243273.MgenG_010200002319 243273.MgenG_010200000025 546
243273.MgenG_010200002319 243273.MgenG_010200000650 762
243273.MgenG_010200002319 243273.MgenG_010200000085 691
243273.MgenG_010200002319 243273.MgenG_010200003096 471
243273.MgenG_010200002319 243273.MgenG_010200000600 216
243273.MgenG_010200002319 243273.MgenG_010200003275 382
243273.MgenG_010200002319 243273.MgenG_010200000955 472
243273.MgenG_010200002319 243273.MgenG_010200001627 171
243273.MgenG_010200002339 243273.MgenG_010200002344 663
243273.MgenG_010200002344 243273.MgenG_010200001898 540
243273.MgenG_010200002344 243273.MgenG_010200001853 230
243273.MgenG_010200002344 243273.MgenG_010200001948 278
243273.MgenG_010200002344 243273.MgenG_010200000445 601
243273.MgenG_010200002344 243273.MgenG_010200003333 276
243273.MgenG_010200002344 243273.MgenG_010200002539 602
243273.MgenG_010200002344 243273.MgenG_010200000325 605
243273.MgenG_010200002344 243273.MgenG_010200000830 606
243273.MgenG_010200002344 243273.MgenG_010200002639 625
243273.MgenG_010200002344 243273.MgenG_010200001270 700
243273.MgenG_010200002344 243273.MgenG_010200001030 606
243273.MgenG_010200002344 243273.MgenG_010200002569 602
243273.MgenG_010200002344 243273.MgenG_010200002339 663
243273.MgenG_010200002344 243273.MgenG_010200000465 762
243273.MgenG_010200002344 243273.MgenG_010200003001 609
243273.MgenG_010200002344 243273.MgenG_010200000835 606
243273.MgenG_010200002344 243273.MgenG_010200001265 700
243273.MgenG_010200002344 243273.MgenG_010200003378 276
243273.MgenG_010200002344 243273.MgenG_010200003373 824
243273.MgenG_010200002344 243273.MgenG_010200003338 575
243273.MgenG_010200002344 243273.MgenG_010200003343 575
243273.MgenG_010200002344 243273.MgenG_010200003368 575
243273.MgenG_010200002344 243273.MgenG_010200000415 606
243273.MgenG_010200002344 243273.MgenG_010200000125 378
243273.MgenG_010200002344 243273.MgenG_010200002534 687
243273.MgenG_010200002344 243273.MgenG_010200000390 374
243273.MgenG_010200002344 243273.MgenG_010200002369 638
243273.MgenG_010200002344 243273.MgenG_010200003393 351
243273.MgenG_010200002344 243273.MgenG_010200000535 700
243273.MgenG_010200002344 243273.MgenG_010200000605 514
243273.MgenG_010200002344 243273.MgenG_010200001953 606
243273.MgenG_010200002344 243273.MgenG_010200002524 700
243273.MgenG_010200002344 243273.MgenG_010200002801 603
243273.MgenG_010200002344 243273.MgenG_010200000440 376
243273.MgenG_010200002344 243273.MgenG_010200003131 700
243273.MgenG_010200002369 243273.MgenG_010200000440 430
243273.MgenG_010200002369 243273.MgenG_010200002801 605
243273.MgenG_010200002369 243273.MgenG_010200001953 679
243273.MgenG_010200002369 243273.MgenG_010200000390 386
243273.MgenG_010200002369 243273.MgenG_010200002344 638
243273.MgenG_010200002369 243273.MgenG_010200000160 356
243273.MgenG_010200002369 243273.MgenG_010200003001 679
243273.MgenG_010200002369 243273.MgenG_010200000535 648
243273.MgenG_010200002369 243273.MgenG_010200000415 679
243273.MgenG_010200002369 243273.MgenG_010200000125 488
243273.MgenG_010200002369 243273.MgenG_010200000835 679
243273.MgenG_010200002369 243273.MgenG_010200001030 652
243273.MgenG_010200002369 243273.MgenG_010200003373 640
243273.MgenG_010200002369 243273.MgenG_010200000325 607
243273.MgenG_010200002369 243273.MgenG_010200001898 601
243273.MgenG_010200002369 243273.MgenG_010200002639 374
243273.MgenG_010200002369 243273.MgenG_010200002539 605
243273.MgenG_010200002369 243273.MgenG_010200000830 679
243273.MgenG_010200002369 243273.MgenG_010200001210 379
243273.MgenG_010200002369 243273.MgenG_010200002569 605
243273.MgenG_010200002369 243273.MgenG_010200001853 375
243273.MgenG_010200002369 243273.MgenG_010200001948 377
243273.MgenG_010200002369 243273.MgenG_010200000445 605
243273.MgenG_010200002369 243273.MgenG_010200001787 637
243273.MgenG_010200002399 243273.MgenG_010200000990 269
243273.MgenG_010200002399 243273.MgenG_010200001742 276
243273.MgenG_010200002399 243273.MgenG_010200000020 212
243273.MgenG_010200002399 243273.MgenG_010200003176 175
243273.MgenG_010200002399 243273.MgenG_010200000670 157
243273.MgenG_010200002399 243273.MgenG_010200000775 575
243273.MgenG_010200002399 243273.MgenG_010200000135 544
243273.MgenG_010200002399 243273.MgenG_010200002569 188
243273.MgenG_010200002399 243273.MgenG_010200001322 302
243273.MgenG_010200002399 243273.MgenG_010200000895 248
243273.MgenG_010200002399 243273.MgenG_010200003250 260
243273.MgenG_010200002399 243273.MgenG_010200003171 234
243273.MgenG_010200002399 243273.MgenG_010200002289 171
243273.MgenG_010200002399 243273.MgenG_010200002023 178
243273.MgenG_010200002399 243273.MgenG_010200001317 268
243273.MgenG_010200002399 243273.MgenG_010200002766 181
243273.MgenG_010200002399 243273.MgenG_010200001492 203
243273.MgenG_010200002399 243273.MgenG_010200003101 193
243273.MgenG_010200002399 243273.MgenG_010200002609 287
243273.MgenG_010200002399 243273.MgenG_010200003353 307
243273.MgenG_010200002399 243273.MgenG_010200003146 189
243273.MgenG_010200002399 243273.MgenG_010200001782 324
243273.MgenG_010200002399 243273.MgenG_010200003126 240
243273.MgenG_010200002399 243273.MgenG_010200000040 177
243273.MgenG_010200002399 243273.MgenG_010200001427 244
243273.MgenG_010200002399 243273.MgenG_010200002514 181
243273.MgenG_010200002399 243273.MgenG_010200000720 575
243273.MgenG_010200002399 243273.MgenG_010200000080 175
243273.MgenG_010200002399 243273.MgenG_010200000905 288
243273.MgenG_010200002399 243273.MgenG_010200002906 307
243273.MgenG_010200002399 243273.MgenG_010200002454 335
243273.MgenG_010200002399 243273.MgenG_010200003063 261
243273.MgenG_010200002399 243273.MgenG_010200000220 151
243273.MgenG_010200002399 243273.MgenG_010200000735 575
243273.MgenG_010200002399 243273.MgenG_010200002901 178
243273.MgenG_010200002399 243273.MgenG_010200002956 273
243273.MgenG_010200002399 243273.MgenG_010200001607 575
243273.MgenG_010200002399 243273.MgenG_010200000090 415
243273.MgenG_010200002399 243273.MgenG_010200003225 175
243273.MgenG_010200002399 243273.MgenG_010200003200 162
243273.MgenG_010200002399 243273.MgenG_010200001160 261
243273.MgenG_010200002399 243273.MgenG_010200001587 175
243273.MgenG_010200002399 243273.MgenG_010200001312 326
243273.MgenG_010200002399 243273.MgenG_010200000465 163
243273.MgenG_010200002399 243273.MgenG_010200000745 165
243273.MgenG_010200002399 243273.MgenG_010200001567 175
243273.MgenG_010200002399 243273.MgenG_010200000700 163
243273.MgenG_010200002399 243273.MgenG_010200001130 303
243273.MgenG_010200002399 243273.MgenG_010200000810 175
243273.MgenG_010200002399 243273.MgenG_010200002544 578
243273.MgenG_010200002399 243273.MgenG_010200000685 175
243273.MgenG_010200002399 243273.MgenG_010200001000 503
243273.MgenG_010200002399 243273.MgenG_010200003166 234
243273.MgenG_010200002399 243273.MgenG_010200002084 256
243273.MgenG_010200002399 243273.MgenG_010200000160 190
243273.MgenG_010200002399 243273.MgenG_010200000095 294
243273.MgenG_010200002399 243273.MgenG_010200001342 227
243273.MgenG_010200002399 243273.MgenG_010200003106 231
243273.MgenG_010200002399 243273.MgenG_010200002679 339
243273.MgenG_010200002399 243273.MgenG_010200000010 413
243273.MgenG_010200002399 243273.MgenG_010200002314 599
243273.MgenG_010200002399 243273.MgenG_010200000975 575
243273.MgenG_010200002399 243273.MgenG_010200000345 178
243273.MgenG_010200002399 243273.MgenG_010200001953 175
243273.MgenG_010200002399 243273.MgenG_010200001707 234
243273.MgenG_010200002399 243273.MgenG_010200001863 175
243273.MgenG_010200002399 243273.MgenG_010200001597 175
243273.MgenG_010200002399 243273.MgenG_010200001667 252
243273.MgenG_010200002399 243273.MgenG_010200002971 575
243273.MgenG_010200002399 243273.MgenG_010200001100 278
243273.MgenG_010200002399 243273.MgenG_010200001692 612
243273.MgenG_010200002399 243273.MgenG_010200001432 175
243273.MgenG_010200002399 243273.MgenG_010200000575 192
243273.MgenG_010200002399 243273.MgenG_010200000780 183
243273.MgenG_010200002399 243273.MgenG_010200000455 175
243273.MgenG_010200002399 243273.MgenG_010200003161 586
243273.MgenG_010200002399 243273.MgenG_010200000765 279
243273.MgenG_010200002399 243273.MgenG_010200000725 575
243273.MgenG_010200002399 243273.MgenG_010200001903 244
243273.MgenG_010200002399 243273.MgenG_010200003058 575
243273.MgenG_010200002399 243273.MgenG_010200001853 180
243273.MgenG_010200002399 243273.MgenG_010200003043 236
243273.MgenG_010200002399 243273.MgenG_010200000390 299
243273.MgenG_010200002399 243273.MgenG_010200000625 265
243273.MgenG_010200002399 243273.MgenG_010200002736 579
243273.MgenG_010200002399 243273.MgenG_010200000865 467
243273.MgenG_010200002399 243273.MgenG_010200001422 284
243273.MgenG_010200002399 243273.MgenG_010200002911 171
243273.MgenG_010200002399 243273.MgenG_010200000030 274
243273.MgenG_010200002399 243273.MgenG_010200001250 175
243273.MgenG_010200002399 243273.MgenG_010200001622 173
243273.MgenG_010200002399 243273.MgenG_010200001397 178
243273.MgenG_010200002399 243273.MgenG_010200001582 393
243273.MgenG_010200002399 243273.MgenG_010200000175 242
243273.MgenG_010200002399 243273.MgenG_010200003136 250
243273.MgenG_010200002399 243273.MgenG_010200000145 214
243273.MgenG_010200002399 243273.MgenG_010200003181 404
243273.MgenG_010200002399 243273.MgenG_010200000230 162
243273.MgenG_010200002399 243273.MgenG_010200001858 192
243273.MgenG_010200002399 243273.MgenG_010200000250 250
243273.MgenG_010200002399 243273.MgenG_010200001392 168
243273.MgenG_010200002399 243273.MgenG_010200003275 575
243273.MgenG_010200002399 243273.MgenG_010200000190 232
243273.MgenG_010200002399 243273.MgenG_010200000880 193
243273.MgenG_010200002399 243273.MgenG_010200002981 284
243273.MgenG_010200002399 243273.MgenG_010200000165 190
243273.MgenG_010200002399 243273.MgenG_010200000715 175
243273.MgenG_010200002399 243273.MgenG_010200003245 647
243273.MgenG_010200002399 243273.MgenG_010200002294 175
243273.MgenG_010200002399 243273.MgenG_010200000335 175
243273.MgenG_010200002399 243273.MgenG_010200000730 575
243273.MgenG_010200002399 243273.MgenG_010200001672 252
243273.MgenG_010200002399 243273.MgenG_010200001777 242
243273.MgenG_010200002399 243273.MgenG_010200001005 575
243273.MgenG_010200002399 243273.MgenG_010200001095 160
243273.MgenG_010200002399 243273.MgenG_010200000085 264
243273.MgenG_010200002399 243273.MgenG_010200000600 169
243273.MgenG_010200002399 243273.MgenG_010200002659 167
243273.MgenG_010200002399 243273.MgenG_010200000955 298
243273.MgenG_010200002399 243273.MgenG_010200001307 167
243273.MgenG_010200002399 243273.MgenG_010200001627 590
243273.MgenG_010200002399 243273.MgenG_010200002619 245
243273.MgenG_010200002449 243273.MgenG_010200002454 565
243273.MgenG_010200002454 243273.MgenG_010200000485 206
243273.MgenG_010200002454 243273.MgenG_010200002836 234
243273.MgenG_010200002454 243273.MgenG_010200002901 261
243273.MgenG_010200002454 243273.MgenG_010200002786 702
243273.MgenG_010200002454 243273.MgenG_010200001322 559
243273.MgenG_010200002454 243273.MgenG_010200003038 171
243273.MgenG_010200002454 243273.MgenG_010200001722 387
243273.MgenG_010200002454 243273.MgenG_010200002134 616
243273.MgenG_010200002454 243273.MgenG_010200002204 945
243273.MgenG_010200002454 243273.MgenG_010200002891 274
243273.MgenG_010200002454 243273.MgenG_010200000290 238
243273.MgenG_010200002454 243273.MgenG_010200000895 522
243273.MgenG_010200002454 243273.MgenG_010200002639 546
243273.MgenG_010200002454 243273.MgenG_010200002619 205
243273.MgenG_010200002454 243273.MgenG_010200002594 177
243273.MgenG_010200002454 243273.MgenG_010200002699 541
243273.MgenG_010200002454 243273.MgenG_010200000225 660
243273.MgenG_010200002454 243273.MgenG_010200000395 900
243273.MgenG_010200002454 243273.MgenG_010200002234 956
243273.MgenG_010200002454 243273.MgenG_010200002569 566
243273.MgenG_010200002454 243273.MgenG_010200000920 580
243273.MgenG_010200002454 243273.MgenG_010200002941 461
243273.MgenG_010200002454 243273.MgenG_010200000480 173
243273.MgenG_010200002454 243273.MgenG_010200002289 762
243273.MgenG_010200002454 243273.MgenG_010200002766 169
243273.MgenG_010200002454 243273.MgenG_010200002023 261
243273.MgenG_010200002454 243273.MgenG_010200002539 178
243273.MgenG_010200002454 243273.MgenG_010200000445 182
243273.MgenG_010200002454 243273.MgenG_010200002519 653
243273.MgenG_010200002454 243273.MgenG_010200001185 541
243273.MgenG_010200002454 243273.MgenG_010200003171 305
243273.MgenG_010200002454 243273.MgenG_010200001677 599
243273.MgenG_010200002454 243273.MgenG_010200002008 778
243273.MgenG_010200002454 243273.MgenG_010200000195 360
243273.MgenG_010200002454 243273.MgenG_010200001492 783
243273.MgenG_010200002454 243273.MgenG_010200001317 647
243273.MgenG_010200002454 243273.MgenG_010200000135 341
243273.MgenG_010200002454 243273.MgenG_010200000620 794
243273.MgenG_010200002454 243273.MgenG_010200000775 201
243273.MgenG_010200002454 243273.MgenG_010200002609 683
243273.MgenG_010200002454 243273.MgenG_010200001782 591
243273.MgenG_010200002454 243273.MgenG_010200000795 159
243273.MgenG_010200002454 243273.MgenG_010200000020 421
243273.MgenG_010200002454 243273.MgenG_010200000740 601
243273.MgenG_010200002454 243273.MgenG_010200001742 926
243273.MgenG_010200002454 243273.MgenG_010200003146 624
243273.MgenG_010200002454 243273.MgenG_010200002956 151
243273.MgenG_010200002454 243273.MgenG_010200003393 378
243273.MgenG_010200002454 243273.MgenG_010200002319 680
243273.MgenG_010200002454 243273.MgenG_010200002781 178
243273.MgenG_010200002454 243273.MgenG_010200003373 412
243273.MgenG_010200002454 243273.MgenG_010200003126 199
243273.MgenG_010200002454 243273.MgenG_010200000040 812
243273.MgenG_010200002454 243273.MgenG_010200003353 618
243273.MgenG_010200002454 243273.MgenG_010200003101 253
243273.MgenG_010200002454 243273.MgenG_010200000340 505
243273.MgenG_010200002454 243273.MgenG_010200002214 465
243273.MgenG_010200002454 243273.MgenG_010200000080 589
243273.MgenG_010200002454 243273.MgenG_010200000825 449
243273.MgenG_010200002454 243273.MgenG_010200001702 951
243273.MgenG_010200002454 243273.MgenG_010200002851 943
243273.MgenG_010200002454 243273.MgenG_010200002184 920
243273.MgenG_010200002454 243273.MgenG_010200000305 660
243273.MgenG_010200002454 243273.MgenG_010200000735 203
243273.MgenG_010200002454 243273.MgenG_010200002159 929
243273.MgenG_010200002454 243273.MgenG_010200000655 617
243273.MgenG_010200002454 243273.MgenG_010200000945 188
243273.MgenG_010200002454 243273.MgenG_010200001090 167
243273.MgenG_010200002454 243273.MgenG_010200003063 886
243273.MgenG_010200002454 243273.MgenG_010200001115 410
243273.MgenG_010200002454 243273.MgenG_010200002259 705
243273.MgenG_010200002454 243273.MgenG_010200001607 166
243273.MgenG_010200002454 243273.MgenG_010200000595 515
243273.MgenG_010200002454 243273.MgenG_010200000185 765
243273.MgenG_010200002454 243273.MgenG_010200003111 201
243273.MgenG_010200002454 243273.MgenG_010200001170 323
243273.MgenG_010200002454 243273.MgenG_010200000090 166
243273.MgenG_010200002454 243273.MgenG_010200001923 170
243273.MgenG_010200002454 243273.MgenG_010200001692 566
243273.MgenG_010200002454 243273.MgenG_010200002294 993
243273.MgenG_010200002454 243273.MgenG_010200001372 840
243273.MgenG_010200002454 243273.MgenG_010200002199 404
243273.MgenG_010200002454 243273.MgenG_010200002906 580
243273.MgenG_010200002454 243273.MgenG_010200000540 702
243273.MgenG_010200002454 243273.MgenG_010200002018 751
243273.MgenG_010200002454 243273.MgenG_010200001873 171
243273.MgenG_010200002454 243273.MgenG_010200001427 423
243273.MgenG_010200002454 243273.MgenG_010200002886 167
243273.MgenG_010200002454 243273.MgenG_010200001145 937
243273.MgenG_010200002454 243273.MgenG_010200002269 215
243273.MgenG_010200002454 243273.MgenG_010200002514 919
243273.MgenG_010200002454 243273.MgenG_010200003166 305
243273.MgenG_010200002454 243273.MgenG_010200000545 594
243273.MgenG_010200002454 243273.MgenG_010200000760 452
243273.MgenG_010200002454 243273.MgenG_010200000220 759
243273.MgenG_010200002454 243273.MgenG_010200000690 295
243273.MgenG_010200002454 243273.MgenG_010200000830 562
243273.MgenG_010200002454 243273.MgenG_010200000465 187
243273.MgenG_010200002454 243273.MgenG_010200000905 279
243273.MgenG_010200002454 243273.MgenG_010200001130 246
243273.MgenG_010200002454 243273.MgenG_010200000285 672
243273.MgenG_010200002454 243273.MgenG_010200001312 626
243273.MgenG_010200002454 243273.MgenG_010200001587 859
243273.MgenG_010200002454 243273.MgenG_010200001898 464
243273.MgenG_010200002454 243273.MgenG_010200002846 443
243273.MgenG_010200002454 243273.MgenG_010200000700 600
243273.MgenG_010200002454 243273.MgenG_010200001567 255
243273.MgenG_010200002454 243273.MgenG_010200002264 736
243273.MgenG_010200002454 243273.MgenG_010200001948 842
243273.MgenG_010200002454 243273.MgenG_010200001772 228
243273.MgenG_010200002454 243273.MgenG_010200002179 341
243273.MgenG_010200002454 243273.MgenG_010200000200 360
243273.MgenG_010200002454 243273.MgenG_010200002074 221
243273.MgenG_010200002454 243273.MgenG_010200000685 220
243273.MgenG_010200002454 243273.MgenG_010200002544 618
243273.MgenG_010200002454 243273.MgenG_010200001000 207
243273.MgenG_010200002454 243273.MgenG_010200000835 214
243273.MgenG_010200002454 243273.MgenG_010200001707 827
243273.MgenG_010200002454 243273.MgenG_010200002841 733
243273.MgenG_010200002454 243273.MgenG_010200002304 385
243273.MgenG_010200002454 243273.MgenG_010200002634 384
243273.MgenG_010200002454 243273.MgenG_010200000745 488
243273.MgenG_010200002454 243273.MgenG_010200002084 281
243273.MgenG_010200002454 243273.MgenG_010200002624 529
243273.MgenG_010200002454 243273.MgenG_010200001828 178
243273.MgenG_010200002454 243273.MgenG_010200000525 226
243273.MgenG_010200002454 243273.MgenG_010200003200 850
243273.MgenG_010200002454 243273.MgenG_010200003225 253
243273.MgenG_010200002454 243273.MgenG_010200002154 920
243273.MgenG_010200002454 243273.MgenG_010200002314 325
243273.MgenG_010200002454 243273.MgenG_010200000160 564
243273.MgenG_010200002454 243273.MgenG_010200000660 560
243273.MgenG_010200002454 243273.MgenG_010200000610 721
243273.MgenG_010200002454 243273.MgenG_010200002721 317
243273.MgenG_010200002454 243273.MgenG_010200002484 670
243273.MgenG_010200002454 243273.MgenG_010200001953 488
243273.MgenG_010200002454 243273.MgenG_010200002239 583
243273.MgenG_010200002454 243273.MgenG_010200000010 664
243273.MgenG_010200002454 243273.MgenG_010200000975 184
243273.MgenG_010200002454 243273.MgenG_010200000345 690
243273.MgenG_010200002454 243273.MgenG_010200001808 542
243273.MgenG_010200002454 243273.MgenG_010200002013 872
243273.MgenG_010200002454 243273.MgenG_010200001140 308
243273.MgenG_010200002454 243273.MgenG_010200001617 896
243273.MgenG_010200002454 243273.MgenG_010200002174 595
243273.MgenG_010200002454 243273.MgenG_010200003285 583
243273.MgenG_010200002454 243273.MgenG_010200001160 873
243273.MgenG_010200002454 243273.MgenG_010200001432 284
243273.MgenG_010200002454 243273.MgenG_010200000095 932
243273.MgenG_010200002454 243273.MgenG_010200001342 917
243273.MgenG_010200002454 243273.MgenG_010200001803 676
243273.MgenG_010200002454 243273.MgenG_010200002219 876
243273.MgenG_010200002454 243273.MgenG_010200001100 771
243273.MgenG_010200002454 243273.MgenG_010200002971 235
243273.MgenG_010200002454 243273.MgenG_010200002664 500
243273.MgenG_010200002454 243273.MgenG_010200000960 288
243273.MgenG_010200002454 243273.MgenG_010200003073 178
243273.MgenG_010200002454 243273.MgenG_010200002399 335
243273.MgenG_010200002454 243273.MgenG_010200000575 222
243273.MgenG_010200002454 243273.MgenG_010200000330 188
243273.MgenG_010200002454 243273.MgenG_010200003058 684
243273.MgenG_010200002454 243273.MgenG_010200001667 489
243273.MgenG_010200002454 243273.MgenG_010200000205 433
243273.MgenG_010200002454 243273.MgenG_010200002976 173
243273.MgenG_010200002454 243273.MgenG_010200002776 633
243273.MgenG_010200002454 243273.MgenG_010200002209 155
243273.MgenG_010200002454 243273.MgenG_010200000555 158
243273.MgenG_010200002454 243273.MgenG_010200001853 217
243273.MgenG_010200002454 243273.MgenG_010200001863 283
243273.MgenG_010200002454 243273.MgenG_010200001512 157
243273.MgenG_010200002454 243273.MgenG_010200001968 575
243273.MgenG_010200002454 243273.MgenG_010200000455 612
243273.MgenG_010200002454 243273.MgenG_010200001487 639
243273.MgenG_010200002454 243273.MgenG_010200000765 256
243273.MgenG_010200002454 243273.MgenG_010200002279 610
243273.MgenG_010200002454 243273.MgenG_010200002194 942
243273.MgenG_010200002454 243273.MgenG_010200000725 345
243273.MgenG_010200002454 243273.MgenG_010200000390 777
243273.MgenG_010200002454 243273.MgenG_010200001422 612
243273.MgenG_010200002454 243273.MgenG_010200002309 425
243273.MgenG_010200002454 243273.MgenG_010200001200 156
243273.MgenG_010200002454 243273.MgenG_010200000125 526
243273.MgenG_010200002454 243273.MgenG_010200000625 488
243273.MgenG_010200002454 243273.MgenG_010200002149 647
243273.MgenG_010200002454 243273.MgenG_010200000550 671
243273.MgenG_010200002454 243273.MgenG_010200000030 934
243273.MgenG_010200002454 243273.MgenG_010200002736 612
243273.MgenG_010200002454 243273.MgenG_010200000865 945
243273.MgenG_010200002454 243273.MgenG_010200001250 730
243273.MgenG_010200002454 243273.MgenG_010200001452 678
243273.MgenG_010200002454 243273.MgenG_010200001010 408
243273.MgenG_010200002454 243273.MgenG_010200000665 704
243273.MgenG_010200002454 243273.MgenG_010200002299 385
243273.MgenG_010200002454 243273.MgenG_010200001397 324
243273.MgenG_010200002454 243273.MgenG_010200000780 899
243273.MgenG_010200002454 243273.MgenG_010200003245 172
243273.MgenG_010200002454 243273.MgenG_010200001903 296
243273.MgenG_010200002454 243273.MgenG_010200000605 975
243273.MgenG_010200002454 243273.MgenG_010200000275 568
243273.MgenG_010200002454 243273.MgenG_010200001687 307
243273.MgenG_010200002454 243273.MgenG_010200002529 505
243273.MgenG_010200002454 243273.MgenG_010200002644 371
243273.MgenG_010200002454 243273.MgenG_010200001597 897
243273.MgenG_010200002454 243273.MgenG_010200002599 425
243273.MgenG_010200002454 243273.MgenG_010200002761 672
243273.MgenG_010200002454 243273.MgenG_010200001582 353
243273.MgenG_010200002454 243273.MgenG_010200001327 268
243273.MgenG_010200002454 243273.MgenG_010200003181 727
243273.MgenG_010200002454 243273.MgenG_010200000475 229
243273.MgenG_010200002454 243273.MgenG_010200000145 807
243273.MgenG_010200002454 243273.MgenG_010200000450 351
243273.MgenG_010200002454 243273.MgenG_010200002284 516
243273.MgenG_010200002454 243273.MgenG_010200003136 932
243273.MgenG_010200002454 243273.MgenG_010200000230 938
243273.MgenG_010200002454 243273.MgenG_010200002469 721
243273.MgenG_010200002454 243273.MgenG_010200000110 725
